index,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
4288,PHAnTaSY StAR onLINE epISoDe I & ii,GC,2002,roLe-PlAyINg,infogrames,0.23,0.06,0.16,0.01,0.45,,,,,,
4289,playSTaTioN aLl-sTaRS BatTLe rOYale,PSV,2012,aCtion,sony computer entertainment,0.21,0.14,0.01,0.09,0.45,75.0,15.0,7.5,221.0,Bluepoint Games,T
4290,tHe poweRpUff GIRls: ReLISH RAMpAGE,PS2,2002,actioN,bam! entertainment,0.22,0.17,0.0,0.06,0.45,46.0,5.0,6.8,5.0,VIS Entertainment,E
4291,BlEaCh: the BLADE oF FaTE,DS,2006,figHTiNg,sega,0.29,0.01,0.12,0.03,0.45,83.0,32.0,7.5,23.0,Treasure,T
4292,AMeRiCan girl: kit mysTERY cHAlleNgE!,DS,2008,ADVENTUre,thq,0.42,0.0,0.0,0.03,0.45,,,tbd,,Webfoot Technologies,E
4293,COuNtRy DAnce 2,Wii,2011,MIsc,gamemill entertainment,0.43,0.0,0.0,0.03,0.45,,,tbd,,High Voltage Software,E10+
4294,THe CHRoNiCLes OF RidDICK: escapE FRom buTcheR bAY,XB,,SHOotER,vivendi games,0.32,0.11,0.0,0.02,0.45,89.0,84.0,8.9,85.0,Starbreeze,M
4295,NFL HEAD Coach,PS2,2006,sPORTs,electronic arts,0.38,0.01,0.0,0.06,0.45,66.0,22.0,6.9,15.0,EA Tiburon,E
4296,GHOStBUsTerS,2600,1985,PUzzlE,activision,0.42,0.03,0.0,0.0,0.45,,,,,,
4297,niCKElODEON TEAm umiZOoMi,DS,2011,ACTiON,take-two interactive,0.42,0.0,0.0,0.03,0.45,,,tbd,,Black Lantern Studios,EC
4298,ncAA gAMeBrEAKEr 99,PS,1998,sPOrTs,989 studios,0.25,0.17,0.0,0.03,0.45,,,,,,
4299,tomB RaIDEr: UnDeRwoRlD,Wii,2008,ActION,eidos interactive,0.13,0.27,0.0,0.05,0.45,70.0,12.0,7.2,20.0,Crystal Dynamics,T
4300,area 51,PS2,2005,sHooteR,midway games,0.22,0.17,0.0,0.06,0.45,75.0,37.0,8.4,52.0,Midway Studios - Austin,M
4301,WOrld STadIuM 2,PS,1998,spORtS,namco bandai games,0.0,0.0,0.42,0.03,0.45,,,,,,
4302,NHL 2005,PS2,2004,SpOrts,electronic arts,0.22,0.17,0.0,0.06,0.45,75.0,21.0,8.3,23.0,EA Sports,E
4303,tHE NEw yoRk tIMEs CRosswordS,DS,2007,PUZZlE,majesco entertainment,0.42,0.0,0.0,0.03,0.45,79.0,15.0,6.7,6.0,BudCat,T
4304,KaRaoke revOlUtiOn preSEnTS aMERICAn idol EncoRE,Wii,2008,MISc,konami digital entertainment,0.42,0.0,0.0,0.03,0.45,,,7.8,21.0,Blitz Games,E
4305,BARbIe As tHe IsLand pRincess,Wii,2007,aDVeNTurE,activision,0.42,0.0,0.0,0.03,0.45,,,tbd,,"Human Soft, Ivolgamus",E
4306,leGo BatMAN 3: beYond GOTHAm,3DS,2014,ACTiON,warner bros. interactive entertainment,0.21,0.2,0.0,0.04,0.45,,,6.4,7.0,TT Games,E10+
4307,IcArly,Wii,2009,ADventuRE,activision,0.42,0.0,0.0,0.03,0.45,,,tbd,,Blitz Games,E
4308,staR Wars jedI knigHT: JEDi aCaDemY,XB,2003,shooter,activision,0.34,0.1,0.0,0.02,0.45,76.0,30.0,8.7,30.0,Vicarious Visions,T
4309,phOeniX,2600,1981,SImuLaTiON,atari,0.42,0.02,0.0,0.0,0.45,,,,,,
4310,dyNasTY WArrioRs: sTrIkefOrcE,PSP,2009,aCTIOn,ubisoft annecy,0.03,0.02,0.38,0.02,0.45,65.0,28.0,6.8,10.0,Omega Force,T
4311,braiN ChaLlEnGE,DS,2008,MisC,ubisoft,0.41,0.0,0.0,0.03,0.45,68.0,7.0,7,4.0,Ubisoft,E
4312,COMMaNd & cONQueR: RED ALERt 3,X360,2008,sTrATEgy,electronic arts,0.18,0.23,0.0,0.05,0.45,,,,,,
4313,enemY TeRritory: quAkE WarS,X360,2008,SHOOTeR,activision,0.3,0.11,0.0,0.04,0.45,69.0,54.0,7.3,26.0,Nerve Software,T
4314,MajOR lEAGue baSebAll 2k11,X360,2011,SPoRTs,take-two interactive,0.4,0.03,0.0,0.03,0.45,69.0,27.0,6.8,24.0,Visual Concepts,E
4315,HArVEsT mOoN dS (us SALEs),DS,2005,SImULAtiON,rising star games,0.4,0.05,0.0,0.0,0.45,,,,,,
4316,ApocalYPsE,PS,1998,aCtIon,activision,0.25,0.17,0.0,0.03,0.45,,,,,,
4317,aTV oFfROad FURY prO,PSP,2006,RacING,sony computer entertainment,0.37,0.03,0.0,0.04,0.45,76.0,32.0,tbd,,"Climax Group, Climax Studios",E
4318,BuRnoUT dOmInAtoR,PSP,2007,rAcING,electronic arts,0.02,0.38,0.01,0.05,0.45,76.0,23.0,8.2,27.0,Criterion Games,E10+
4319,yu-gI-OH! DEsTiny BOArd TraVelER,GBA,2004,mIsc,konami digital entertainment,0.32,0.12,0.0,0.01,0.45,,,,,,
4320,god eATer 2,PSV,2013,rOle-pLaYINg,namco bandai games,0.0,0.0,0.45,0.0,0.45,,,,,,
4321,scOOBY-DoO! ANd tHe SpoOky SwaMp,Wii,2010,acTioN,warner bros. interactive entertainment,0.29,0.13,0.0,0.04,0.45,,,,,,
4322,crAsh Of The TItaNS,Wii,2007,acTIOn,vivendi games,0.39,0.02,0.0,0.03,0.45,69.0,16.0,5.8,22.0,Radical Entertainment,E10+
4323,WOrlD SoCCER wInnING ELevEn 5 Final EvOlUTIoN,PS2,2001,SPorTS,konami digital entertainment,0.0,0.0,0.45,0.0,0.45,,,,,,
4324,rEd fAcTIOn: ArMaGEddon,PS3,2011,sHOoTeR,thq,0.2,0.15,0.03,0.07,0.45,71.0,52.0,7.3,58.0,Volition Inc.,M
4325,sPhinx AnD THE CurSED MUmmY,PS2,2003,ActIon,thq,0.22,0.17,0.0,0.06,0.45,,,,,,
4326,fATAL furY 2,SNES,1993,fIGHtIng,takara,0.0,0.0,0.45,0.0,0.45,,,,,,
4327,ramPaGE wOrld tour,N64,1998,aCTion,gt interactive,0.36,0.08,0.0,0.01,0.45,,,,,,
4328,POkEmOn pUZZLe lEAgUe,N64,2000,pUzZLe,nintendo,0.36,0.08,0.0,0.01,0.45,,,,,,
4329,pes 2009: pRO evoLUTIOn sOccER,Wii,2009,SPortS,konami digital entertainment,0.09,0.26,0.05,0.05,0.45,,,,,,
4330,despiCable Me: thE gAme - mInIoN MaYHEm,DS,2010,PuzZlE,d3publisher,0.37,0.05,0.0,0.03,0.45,,,,,,
4331,LeGO baTMan 3: BeYonD gothAM,WiiU,2014,ActIon,warner bros. interactive entertainment,0.21,0.21,0.0,0.04,0.45,,,7,20.0,TT Games,E10+
4332,TEkken advance,GBA,2001,FIghtiNg,infogrames,0.32,0.12,0.0,0.01,0.45,82.0,14.0,8.2,13.0,Eighting/Raizing,T
4333,shIN MEgAMI tENsEI: pErSONA 3,PS2,2006,RoLe-pLaYINg,tecmo koei,0.22,0.03,0.0,0.2,0.45,86.0,52.0,8.4,116.0,Atlus Co.,M
4334,PeRsoNa,PS,1995,RoLe-PLayInG,atlus,0.0,0.0,0.42,0.03,0.45,,,,,,
4335,HOT whEEls: stUnt TRACk cHaLLENGE,GBA,2004,racing,thq,0.32,0.12,0.0,0.01,0.45,,,tbd,,Climax Group,E
4336,MY fasHioN stUDio,DS,2007,MISc,ubisoft,0.41,0.0,0.0,0.03,0.45,,,6.8,6.0,505 Games,E
4337,MAze crAzE: a GAME OF CoPS 'N RObbERs,2600,,ActION,atari,0.42,0.02,0.0,0.0,0.45,,,,,,
4338,mObILe sUit gUndaM,PS,1995,aCTiON,namco bandai games,0.0,0.0,0.42,0.03,0.45,,,,,,
4339,tna IMPACt!,X360,2008,fIghtInG,midway games,0.26,0.15,0.0,0.04,0.45,,,,,,
4340,PiRAteS Of ThE CARiBbean: aT WOrlD'S END,Wii,2007,AcTioN,disney interactive studios,0.39,0.02,0.01,0.04,0.45,53.0,17.0,7.2,17.0,Eurocom Entertainment Software,T
4341,beE MoVIe GaMe,DS,2007,aCTiOn,activision,0.41,0.0,0.0,0.03,0.45,58.0,9.0,tbd,,Vicarious Visions,E
4342,sega rAlLY revo,X360,2007,rAciNg,sega,0.12,0.28,0.0,0.05,0.45,77.0,42.0,7.2,30.0,SEGA Racing Studio,E
4343,sIngsTaR TakE THat,PS2,2009,Misc,sony computer entertainment,0.0,0.06,0.0,0.39,0.45,,,,,,
4344,fINAl FAnTaSY COLLectiOn,PS,1999,rOLE-playiNG,square,0.0,0.0,0.42,0.03,0.45,,,,,,
4345,disnEy sInG IT! hIgH scHOol MUSIcaL 3: sENIoR yeaR,PS2,2008,mIsC,disney interactive studios,0.09,0.02,0.0,0.34,0.45,,,,,,
4346,sAmUrai WArRIOrS: XTreme LEGeNds,PS2,2004,ACtIoN,tecmo koei,0.04,0.03,0.36,0.01,0.45,72.0,17.0,8.6,13.0,Omega Force,T
4347,legO Rock BAnD,DS,2009,MISC,warner bros. interactive entertainment,0.32,0.09,0.0,0.04,0.45,80.0,8.0,7.5,6.0,Backbone Entertainment,E
4348,NHl faCEOfF,PS,1994,spOrts,sony computer entertainment,0.25,0.17,0.0,0.03,0.45,,,,,,
4349,WWE WRESTLemanIa 21,XB,2005,fIghting,thq,0.34,0.1,0.0,0.02,0.45,56.0,48.0,6.9,47.0,Studio Gigante,T
4350,NbA lIVE 2005,GC,2004,sportS,electronic arts,0.35,0.09,0.0,0.01,0.45,83.0,17.0,6.7,7.0,EA Canada,E
4351,F.e.a.r. 3,PS3,2011,ShoOTER,warner bros. interactive entertainment,0.21,0.16,0.01,0.07,0.45,74.0,48.0,7.1,103.0,Day 1 Studios,M
4352,DEFeNdeR iI,2600,1987,sHooTEr,atari,0.42,0.02,0.0,0.0,0.45,,,,,,
4353,wWe dAY oF ReckoninG,GC,2004,fIgHTinG,thq,0.35,0.09,0.0,0.01,0.45,79.0,47.0,9.1,81.0,Yuke's,T
4354,Nba LIVe 10,X360,2009,sportS,electronic arts,0.4,0.02,0.0,0.03,0.45,80.0,40.0,7.7,37.0,EA Canada,E
4355,atv qUAD PoWER raCinG 2,XB,2003,rACiNG,acclaim entertainment,0.36,0.07,0.0,0.01,0.45,68.0,17.0,tbd,,Climax Group,E
4356,harry PottER AND tHe deathLy hAlLOWS - PARt 1,X360,2010,acTioN,electronic arts,0.21,0.2,0.0,0.04,0.45,38.0,42.0,5,46.0,EA Bright Light,T
4357,walT DisNeY WorlD QUESt: MagICAL raCIng toUr,PS,2000,RacING,eidos interactive,0.25,0.17,0.0,0.03,0.45,,,,,,
4358,PRo EvolutiOn SOCcer 2017,PS4,2016,Sports,konami digital entertainment,0.02,0.27,0.11,0.05,0.45,85.0,61.0,7.6,478.0,Konami,E
4359,SlED STOrm,PS2,2002,RaciNg,electronic arts,0.22,0.17,0.0,0.06,0.45,73.0,22.0,7.7,6.0,Electronic Arts,T
4360,VaNdAl HeARtS,PS,1996,rOlE-PlaYING,konami digital entertainment,0.14,0.09,0.19,0.03,0.45,,,,,,
4361,DEaD oR ALIVe: diMensIOns,3DS,2011,FIghTING,ubisoft annecy,0.13,0.21,0.07,0.03,0.45,79.0,62.0,8.2,113.0,Team Ninja,T
4362,DISNey infiNiTY 3.0,PS3,2015,ActioN,disney interactive studios,0.16,0.21,0.0,0.07,0.45,,,,,,
4363,We SiNG enCORE,Wii,2010,misc,nordic games,0.0,0.39,0.0,0.06,0.45,,,,,,
4364,woLfENsTEin: the nEw OrDER,PC,2014,SHoOteR,bethesda softworks,0.13,0.29,0.0,0.03,0.45,81.0,23.0,8.2,1647.0,MachineGames,M
4365,DEAdPOOl,PS3,2013,ActION,activision,0.23,0.14,0.0,0.08,0.45,61.0,27.0,7.2,221.0,High Moon Studios,M
4366,jaWbReAkeR,2600,1981,ActioN,tigervision,0.42,0.03,0.0,0.0,0.45,,,,,,
4367,scoOBy-DOO! mySterY MaYheM,PS2,2004,aCtIon,thq,0.22,0.17,0.0,0.06,0.45,,,,,,
4368,wAtCH doGS,PC,2014,action,ubisoft,0.15,0.26,0.0,0.03,0.45,77.0,18.0,4.7,3288.0,Ubisoft Montreal,M
4369,MArIO golf: advANcE TouR,GBA,2004,sPoRTs,nintendo,0.32,0.12,0.0,0.01,0.45,84.0,38.0,8.6,14.0,Camelot Software Planning,E
4370,ceLEbriTY SpoRTs shOwDOWn,Wii,2008,SPoRTs,electronic arts,0.18,0.22,0.0,0.05,0.45,50.0,12.0,4.6,18.0,EA Canada,E
4371,F.E.A.r. 3,X360,2011,shootEr,warner bros. interactive entertainment,0.3,0.11,0.01,0.04,0.45,75.0,71.0,7,139.0,Day 1 Studios,M
4372,diSNey guiLTY pArty,Wii,2010,mISC,disney interactive studios,0.42,0.0,0.0,0.03,0.45,78.0,13.0,8,4.0,Wideload Games Inc.,E
4373,SILeNt HiLl: HoMEComiNG,X360,,aCTIOn,konami digital entertainment,0.25,0.15,0.0,0.04,0.45,70.0,54.0,6.9,180.0,Double Helix Games,M
4374,yU-GI-Oh! caPSUle MonsTer CoLiSeuM,PS2,2004,MIsC,konami digital entertainment,0.22,0.17,0.0,0.06,0.44,,,,,,
4375,"warHAmmer 40,000: space MARIne",PS3,2011,SHOOTER,thq,0.13,0.23,0.0,0.08,0.44,70.0,46.0,7.4,162.0,Relic,M
4376,DiSCoVEry KiDS: kITTEn COrNER,DS,2009,siMUlAtIOn,505 games,0.42,0.0,0.0,0.03,0.44,,,tbd,,505 Games,E
4377,Rock bAnd CoUntRY tRAcK pAcK,Wii,2009,MiSc,mtv games,0.41,0.0,0.0,0.03,0.44,,,tbd,,Harmonix Music Systems,E10+
4378,mAJor leaGUe bAsEBAlL 2k6,PS2,2006,sPoRTs,spike,0.37,0.01,0.0,0.06,0.44,70.0,19.0,5.2,27.0,Kush Games,E
4379,BRUNswICK PRO bOwliNg,X360,2010,sPORTS,505 games,0.38,0.04,0.0,0.03,0.44,44.0,4.0,tbd,,"Farsight Studios, Crave",E
4380,jaMpACK voLuMe 13 (rP-M),PS2,2005,misc,sony computer entertainment,0.37,0.01,0.0,0.06,0.44,,,,,,
4381,worLD SOcCeR WINnING eLeVeN 9,XB,2005,SPOrTS,konami digital entertainment,0.06,0.33,0.02,0.03,0.44,89.0,19.0,7.9,9.0,KCET,E
4382,NBA liVE 2000,N64,1999,spoRts,electronic arts,0.42,0.02,0.0,0.0,0.44,,,,,,
4383,teENaGe MUTant Ninja TurtLes 2: batTLe NEXuS,PS2,2004,ActiON,konami digital entertainment,0.22,0.17,0.0,0.06,0.44,47.0,25.0,7.8,12.0,KCE Studios,T
4384,"spONgeBOb squARepaNtS: LiGHtS, camERa, pants!",PS2,2005,MiSc,thq,0.37,0.01,0.0,0.06,0.44,,,,,,
4385,the tHINg,PS2,2002,AdvenTuRE,vivendi games,0.22,0.17,0.0,0.06,0.44,78.0,27.0,7.4,41.0,Computer Artworks,M
4386,VAn hELSInG,PS2,2004,aCTION,activision,0.22,0.17,0.0,0.06,0.44,64.0,41.0,8.5,19.0,Saffire,T
4387,MARiO tenNiS ULtRA smasH,WiiU,2015,spoRTS,nintendo,0.13,0.15,0.14,0.02,0.44,58.0,58.0,5.3,133.0,"Nintendo, Camelot Software Planning",E
4388,vIrtuA tenNiS 4,PS3,2011,SpoRtS,sega,0.09,0.24,0.03,0.08,0.44,69.0,49.0,6.6,28.0,Sega,E
4389,X-Men LegeNDs iI: RiSe Of ApocaLYPsE,XB,2005,roLe-PlAyiNG,activision,0.3,0.12,0.0,0.02,0.44,84.0,50.0,8.7,199.0,Raven Software,T
4390,NARutO sHippuDEN: uLtIMaTE NInJa storm geNERAtIONs,X360,2012,FIGhTing,namco bandai games,0.26,0.14,0.01,0.04,0.44,74.0,35.0,7.2,47.0,"CyberConnect2, Racjin",T
4391,wOLfENsTein: ThE NeW orDer,PS3,2014,shOoTeR,bethesda softworks,0.14,0.21,0.02,0.07,0.44,,,7.1,115.0,MachineGames,M
4392,skYLanders: Trap TeaM,PS4,2014,ACtioN,activision,0.19,0.18,0.0,0.07,0.44,78.0,46.0,5.6,32.0,Toys for Bob,E10+
4393,WORmS: oPeN waRFare 2,PSP,2007,STraTegy,thq,0.04,0.26,0.0,0.14,0.44,80.0,26.0,8.1,25.0,"Team 17, Two Tribes",E10+
4394,TRanSfORmERS: rEVENge Of ThE FAlLeN (wiI & ps2 veRsiOn),DS,2009,aCtIon,activision,0.26,0.14,0.0,0.04,0.44,,,,,,
4395,sPaWn: ArmAGEDdoN,PS2,2003,ActIoN,electronic arts,0.22,0.17,0.0,0.06,0.44,56.0,33.0,7.4,21.0,Point of View,M
4396,THe gOdFaTheR (uS sAlEs),XB,2006,ACTiOn,electronic arts,0.33,0.1,0.0,0.02,0.44,,,,,,
4397,siD mEiER'S CIVILizATion revoLUtioN,DS,2008,stRatEGy,take-two interactive,0.37,0.03,0.02,0.03,0.44,80.0,26.0,7.7,21.0,Firaxis Games,E10+
4398,woRLd stadium EX,PS,1996,sportS,namco bandai games,0.0,0.0,0.41,0.03,0.44,,,,,,
4399,tigEr WOoDS PgA tOuR 2003,XB,2002,sPorTS,electronic arts,0.35,0.08,0.0,0.01,0.44,88.0,14.0,8.5,11.0,EA Sports,E
4400,bAttLEFiElD 2: MODeRN cOmbaT,PS2,2005,sHOOTeR,electronic arts,0.37,0.01,0.0,0.06,0.44,80.0,42.0,8.5,65.0,Digital Illusions,T
4401,50 cENt: bUllEtpRoOF,XB,2005,AcTION,vivendi games,0.33,0.1,0.0,0.02,0.44,50.0,14.0,5.9,21.0,Genuine Games,M
4402,deNSeTsU nO StAFI 2,GBA,2003,PLATfORM,nintendo,0.0,0.0,0.43,0.01,0.44,,,,,,
4403,INdEpeNDencE dAY,PS,1997,sHoOtER,fox interactive,0.25,0.17,0.0,0.03,0.44,,,,,,
4404,ToNY HAWk'S prOViNG GROUND,PS3,2007,spoRTS,activision,0.36,0.04,0.0,0.04,0.44,73.0,36.0,6.6,17.0,Neversoft Entertainment,T
4405,cHoCobO rACINg,PS,1999,rACING,squaresoft,0.07,0.05,0.3,0.03,0.44,,,,,,
4406,dIsney InfINity 2.0: MarVel SUpER heROes,XOne,2014,Action,disney interactive studios,0.25,0.15,0.0,0.04,0.44,,,,,,
4407,LeGO stAr WARs II: ThE oRIginal TrILOGY,XB,2006,ACTIoN,lucasarts,0.33,0.1,0.0,0.02,0.44,85.0,27.0,8.6,15.0,Traveller's Tales,E10+
4408,VIKiNg: BATTLe fOR aSGaRD,X360,2008,ACtion,sega,0.16,0.23,0.0,0.05,0.44,68.0,67.0,8,88.0,Creative Assembly,M
4409,PEtz: cAtz 2,Wii,2007,simuLaTIOn,ubisoft,0.4,0.01,0.0,0.03,0.44,,,5.8,6.0,Ubisoft,E
4410,DragoN QUeSt HerOeS: roCKeT slime,DS,2005,ActIoN,square enix,0.13,0.0,0.31,0.01,0.44,83.0,41.0,7.6,45.0,"Square Enix, TOSE",E
4411,guNDAm SEed: FederaTION Vs. z.A.f.T.,PS2,2005,shOoTEr,namco bandai games,0.0,0.0,0.44,0.0,0.44,,,,,,
4412,ms. PaC-MAN mAZe maDNess,PS,2000,PUZZLe,namco bandai games,0.25,0.17,0.0,0.03,0.44,,,,,,
4413,blOoD OmeN: LEgacY of kAin,PS,1996,rOLE-pLaying,crystal dynamics,0.25,0.17,0.0,0.03,0.44,,,,,,
4414,SUPEr BomberMaN 4,SNES,1996,PuZzlE,hudson soft,0.0,0.0,0.44,0.0,0.44,,,,,,
4415,FAbLe,X360,2014,rolE-plaYINg,microsoft game studios,0.25,0.15,0.01,0.04,0.44,,,,,,
4416,FAmilY FeST PresENts cIrCus GameS,Wii,2008,misC,ubisoft,0.1,0.29,0.0,0.05,0.44,,,tbd,,Kuju Entertainment,E
4417,Dance danCE REVOLutION: hOtteST PARTY 3,Wii,2009,SiMulaTioN,konami digital entertainment,0.26,0.14,0.0,0.04,0.44,66.0,5.0,8.2,5.0,Konami,E10+
4418,boMbeRMaN iI,NES,1991,PUZzle,hudson soft,0.16,0.03,0.15,0.1,0.44,,,,,,
4419,DuKe nUkEM 64,N64,1997,shOOtER,gt interactive,0.35,0.08,0.0,0.01,0.44,,,,,,
4420,TRAnsForMerS: DArK oF THE mooN - aUTObotS/DeCePtIcons,DS,2011,aCtiON,activision,0.32,0.08,0.0,0.03,0.44,,,,,,
4421,tHE URbZ: sims In The CITy (all regIONs sALES),DS,2004,SimUlaTioN,electronic arts,0.4,0.01,0.02,0.0,0.44,,,,,,
4422,"sPOngebob sqUaRepANtS: LIghtS, caMeRa, PANTs!",GC,2005,miSC,thq,0.34,0.09,0.0,0.01,0.44,,,,,,
4423,supER roboT tAISen og: orIGiNaL GENERatiONs,PS2,2007,sTRATeGy,banpresto,0.0,0.0,0.44,0.0,0.44,,,,,,
4424,g-FoRCe,Wii,2009,AcTiON,disney interactive studios,0.19,0.2,0.0,0.05,0.44,69.0,6.0,8,6.0,Eurocom Entertainment Software,E10+
4425,aRMY men WOrlD WAr: fINAl FRont,PS,2001,AcTiOn,3do,0.24,0.17,0.0,0.03,0.44,,,,,,
4426,TRANSFOrMERS: fALl of cybertRON,X360,2012,ActIon,activision,0.28,0.12,0.0,0.04,0.44,79.0,52.0,8.3,160.0,High Moon Studios,T
4427,socom: u.s. nAvy SeaLs fireTEAM brAvO 3,PSP,2010,sHooteR,sony computer entertainment,0.17,0.13,0.06,0.08,0.44,74.0,51.0,8,20.0,Slant Six,T
4428,mX unLEashed,XB,2004,RaCINg,thq,0.34,0.08,0.0,0.02,0.44,81.0,18.0,9.3,12.0,Rainbow Studios,E
4429,PUppY LUV: SPA ANd ResOrt,DS,2007,simuLAtIon,activision,0.4,0.0,0.0,0.03,0.44,,,tbd,,Humagade,E
4430,JIkkYOU PowerFUL prO YaKYuU 9,PS2,2002,SpoRTS,konami digital entertainment,0.0,0.0,0.44,0.0,0.44,,,,,,
4431,Grind SeSSion,PS,2000,sPorTS,sony computer entertainment,0.24,0.17,0.0,0.03,0.44,,,,,,
4432,nARutO: GEkitO NINJA TaIsEN! 3,GC,2004,FIghTING,tomy corporation,0.0,0.0,0.43,0.01,0.44,,,,,,
4433,maDdeN Nfl 12,Wii,2011,spOrts,electronic arts,0.41,0.0,0.0,0.03,0.44,,,6.2,5.0,EA Tiburon,E
4434,WArIo wOrlD,GC,2003,PLatforM,nintendo,0.34,0.09,0.0,0.01,0.44,71.0,30.0,7.2,44.0,Treasure,E
4435,dMc: deVIL MAY CrY,X360,2013,acTIoN,capcom,0.26,0.12,0.01,0.04,0.44,86.0,65.0,5.1,1438.0,Ninja Theory,M
4436,sCOoby-doo! mySteRy MaYhem,GBA,2003,ACTIon,thq,0.31,0.12,0.0,0.01,0.44,53.0,6.0,tbd,,Artificial Mind and Movement,E
4437,super bREakoUT,2600,,pUZzLE,atari,0.41,0.03,0.0,0.0,0.44,,,,,,
4438,FifA SOcCER 13,PSV,2012,ACTIoN,electronic arts,0.0,0.28,0.05,0.11,0.44,57.0,9.0,4.1,89.0,Electronic Arts,E
4439,thE leGEnD OF spyrO: daWN Of The DRaGon,PS3,2008,pLATForm,vivendi games,0.19,0.18,0.0,0.07,0.44,59.0,22.0,6.6,36.0,Etranges Libellules,E10+
4440,taiKo no TatsujiN: DOki! SHInkYoKU dARaKe No HarU mAtSuRI,PS2,2003,miSC,namco bandai games,0.0,0.0,0.44,0.0,0.44,,,,,,
4441,SAMurai wArrioRs 3,Wii,2009,aCTIoN,nintendo,0.09,0.02,0.32,0.01,0.44,55.0,26.0,7.2,22.0,Omega Force,T
4442,BeN 10 ALIEN FORce: vilGax ATtACKS,Wii,2009,acTion,d3publisher,0.25,0.14,0.0,0.04,0.44,65.0,5.0,4,6.0,Papaya Studios,E10+
4443,tiMespLitTers 2,GC,2002,shoOTer,eidos interactive,0.34,0.09,0.0,0.01,0.44,88.0,18.0,9,65.0,Free Radical Design,T
4444,BatTleboTs: DesigN & dEstrOY,GBA,2003,ACtIon,majesco entertainment,0.31,0.12,0.0,0.01,0.44,,,,,,
4445,roBERT luDLuM's tHE BoURne conspIrAcY,X360,,aCTiON,vivendi games,0.26,0.13,0.0,0.04,0.44,71.0,72.0,7.2,63.0,High Moon Studios,T
4446,EtErNAL DARkneSS: SAnITy'S reqUiEm,GC,2002,ADvenTurE,nintendo,0.34,0.09,0.0,0.01,0.44,92.0,41.0,8.7,173.0,Silicon Knights,M
4447,FoOD netwORK: coOk Or Be coOkEd,Wii,2009,mISc,namco bandai games,0.41,0.0,0.0,0.03,0.44,53.0,8.0,6.8,5.0,Red Fly Studio,E
4448,pOweR rANgeRs: S.p.d.,GBA,2004,ActiOn,thq,0.31,0.12,0.0,0.01,0.44,,,tbd,,Natsume,E10+
4449,NarutO: ulTiMAte ninJA 3,PS2,2005,fightIng,atari,0.36,0.01,0.0,0.06,0.44,75.0,24.0,8.7,33.0,CyberConnect2,T
4450,The DaRKneSs,X360,2007,shOoteR,take-two interactive,0.36,0.04,0.01,0.03,0.44,82.0,63.0,8.1,196.0,Starbreeze,M
4451,thRiLLviLlE: off The raIls,Wii,2007,StraTEgY,lucasarts,0.38,0.02,0.0,0.03,0.44,70.0,14.0,2.8,40.0,Frontier Developments,E10+
4452,JUMp stARt peT rESCuE,Wii,2009,mIsC,knowledge adventure,0.41,0.0,0.0,0.03,0.44,,,,,,
4453,SinGStAR mOTOwn,PS2,2009,misc,sony computer entertainment,0.0,0.06,0.0,0.38,0.44,,,,,,
4454,child oF eDEN,X360,2011,SHoOTer,ubisoft,0.28,0.12,0.0,0.04,0.44,84.0,81.0,7.7,95.0,Q Entertainment,E10+
4455,nEon gEnESIS EVAngElIoN,SAT,1996,advENtUre,sega,0.0,0.0,0.44,0.0,0.44,,,,,,
4456,MOBILe suiT guNDAm: One yEAr WAr,PS2,2005,acTION,namco bandai games,0.0,0.0,0.44,0.0,0.44,,,,,,
4457,SpiDeR-maN: sHATteREd diMensiONS,PS3,2010,ACtion,activision,0.26,0.12,0.0,0.05,0.44,74.0,57.0,7.5,96.0,Beenox,T
4458,toNGaRI BousHI tO MaHou NO otAnA,DS,2010,sImULATIoN,konami digital entertainment,0.0,0.0,0.44,0.0,0.44,,,,,,
4459,nFl bLItZ 20-03,PS2,2002,sPORts,midway games,0.21,0.17,0.0,0.06,0.44,73.0,15.0,8.6,5.0,Point of View,E
4460,SPoNgeBOb's ATlAnTis SQuaREpaNtis,PS2,2007,ActioN,thq,0.36,0.01,0.0,0.06,0.44,,,tbd,,THQ,E
4461,etERnAL sONAtA,PS3,2008,RoLe-PLAyiNG,atari,0.19,0.12,0.07,0.05,0.44,80.0,34.0,7.8,117.0,Tri-Crescendo,T
4462,sInGStAR qUeEn,PS3,2009,mIsc,sony computer entertainment,0.11,0.25,0.0,0.07,0.44,,,,,,
4463,kAraOKE ReVOlutioN,Wii,2009,Misc,konami digital entertainment,0.24,0.15,0.0,0.04,0.44,63.0,4.0,tbd,,Blitz Games Studios,T
4464,STAR warS: jeDi sTaRfIGHTeR,XB,2002,SImuLaTiON,activision,0.35,0.07,0.0,0.02,0.44,78.0,22.0,5.2,5.0,Secret Level,T
4465,WAlK iT Out!,Wii,2010,SPoRTS,konami digital entertainment,0.35,0.05,0.0,0.03,0.44,,,,,,
4466,ClASSic nES serIes: METROId,GBA,2004,AdvEnTuRe,nintendo,0.26,0.1,0.07,0.01,0.43,58.0,9.0,8.6,18.0,Nintendo,E
